symbol,allRank,allPoints,d_IndicatorPoints,d_Rank,d_adxPoints,d_allPoints,d_emaPoints,d_kstPoints,d_macdPoints,d_rsiPoints,d_volumePoints,hl_BreakoutPoints,m_IndicatorPoints,m_Rank,m_adxPoints,m_allPoints,m_emaPoints,m_kstPoints,m_macdPoints,m_rsiPoints,m_volumePoints,min75_IndicatorPoints,min75_Rank,min75_adxPoints,min75_allPoints,min75_emaPoints,min75_kstPoints,min75_macdPoints,min75_rsiPoints,min75_volumePoints,w_IndicatorPoints,w_Rank,w_adxPoints,w_allPoints,w_emaPoints,w_kstPoints,w_macdPoints,w_rsiPoints,w_volumePoints
SJVN,183,310,80,426,6,89,62,2,2,3,5,9,110,422,26,119,65,2,2,9,6,20,434,7,29,25,-3,-2,-4,-3,91,427,19,100,65,-3,2,4,4
IDFCFIRSTB,184,310,60,305,17,74,29,2,2,7,3,14,84,302,18,98,60,-3,2,3,4,94,296,19,108,63,2,2,2,6,58,309,10,72,43,-2,1,5,1
ENDURANCE,185,310,82,273,10,88,61,2,2,2,5,6,90,272,19,96,59,1,2,5,4,46,274,18,52,39,-3,0,-4,-4,86,273,16,92,70,-3,2,1,0
MGL,186,310,87,241,15,82,61,2,2,2,5,-5,98,246,17,93,65,2,2,7,5,35,248,-7,30,47,-3,0,-3,1,95,242,16,90,69,2,2,3,3
ZENSARTECH,187,310,81,175,18,87,59,-3,2,0,5,6,95,175,19,101,59,2,2,8,5,37,179,4,43,31,-2,3,-3,4,91,175,18,97,69,-3,2,2,3
AVANTIFEED,188,310,80,46,3,84,63,2,2,4,6,4,85,49,10,89,59,2,2,6,6,46,52,13,50,39,-3,0,-4,1,95,41,18,99,65,2,2,2,6
LEMONTREE,189,309,63,51,-7,67,63,2,2,2,1,4,101,39,20,105,65,1,2,8,5,51,51,14,55,39,-3,1,-1,1,90,46,14,94,69,-3,2,3,5
CYIENT,190,308,86,272,13,95,63,2,2,3,3,9,98,267,24,107,59,1,2,7,5,29,276,4,38,33,-3,-2,-3,0,86,272,16,95,69,-3,2,2,0
COROMANDEL,191,308,87,268,16,102,55,2,2,6,6,15,80,273,14,95,59,-2,2,3,4,63,271,16,78,49,-3,0,-2,3,63,277,6,78,53,-2,3,6,-3
SONACOMS,192,308,77,177,11,80,59,-3,1,5,4,3,85,181,10,88,59,2,2,6,6,65,178,16,68,35,2,2,6,4,78,179,7,81,65,1,2,2,1
FLUOROCHEM,193,308,50,112,18,60,15,2,2,8,5,10,84,111,13,94,66,-3,2,2,4,83,102,21,93,43,2,2,9,6,81,111,6,91,67,-2,3,6,1
JUBLPHARMA,194,307,93,295,16,139,63,2,2,4,6,46,57,299,9,103,31,2,2,7,6,31,303,-12,77,47,-3,0,-2,1,80,296,19,126,49,-2,2,8,4
ACI,195,307,46,52,7,56,23,2,3,6,5,10,88,45,15,98,65,-2,2,5,3,83,38,21,93,43,2,2,9,6,80,48,12,90,59,-2,2,5,4
BANKBARODA,196,306,70,464,3,74,63,2,2,-1,1,4,105,455,21,109,65,2,2,9,6,33,463,-7,37,41,-3,2,-4,4,94,460,18,98,65,2,2,3,4
GMDCLTD,197,304,57,334,14,66,29,2,2,5,5,9,94,325,21,103,59,2,2,4,6,61,331,18,70,39,-3,2,0,5,83,332,11,92,68,-3,3,3,1
SOLARINDS,198,304,64,101,16,132,55,-3,0,-2,-2,68,110,99,26,178,65,2,2,9,6,-35,112,-10,33,-11,-3,-2,-6,-3,97,99,24,165,66,-3,2,4,4
IOC,199,303,73,465,5,73,63,2,2,-1,2,0,107,456,23,107,65,2,2,9,6,26,465,-5,26,41,-3,0,-4,-3,97,461,24,97,66,-3,2,4,4
BOSCHLTD,200,302,59,483,14,132,50,-3,0,-2,0,73,105,483,21,178,65,2,2,9,6,-39,488,-13,34,-19,-3,4,-4,-4,104,483,24,177,65,2,2,6,5
BPCL,201,301,45,149,-6,47,47,-2,3,1,2,2,102,140,18,104,65,2,2,9,6,55,146,-3,57,49,2,2,1,4,97,142,21,99,65,1,2,4,4
"L&TFH",202,299,87,43,11,91,63,2,2,3,6,4,92,46,16,96,59,2,2,7,6,25,55,-10,29,41,-3,0,-4,1,91,43,18,95,69,-3,2,2,3
SANOFI,203,295,54,79,14,52,29,2,2,2,5,-2,94,78,19,92,59,2,2,6,6,58,76,15,56,47,-3,2,-3,0,91,76,15,89,70,-2,3,2,3
EQUITASBNK,204,294,56,428,11,66,29,2,2,7,5,10,87,429,20,97,59,-3,2,4,5,62,428,16,72,41,-2,2,0,5,79,430,13,89,68,-3,1,2,-2
DIVISLAB,205,294,87,301,17,97,55,2,2,6,5,10,62,315,3,72,52,-3,2,4,4,67,302,16,77,55,-3,2,-1,-2,68,308,5,78,53,-2,3,6,3
NCC,206,293,84,143,13,85,62,2,2,0,5,1,104,139,21,105,65,2,2,9,5,7,150,-8,8,25,-3,-2,-3,-2,97,144,18,98,66,2,2,4,5
SUZLON,207,292,57,430,7,61,37,2,2,4,5,4,82,434,26,86,38,2,2,8,6,57,431,8,61,49,-2,2,-4,4,92,428,20,96,70,-3,3,2,0
GSFC,208,292,57,335,16,65,29,2,2,3,5,8,85,331,19,93,59,-3,2,3,5,59,333,16,67,47,-3,0,-4,3,83,333,15,91,67,-3,3,1,0
FINPIPE,209,291,89,486,18,99,61,2,2,0,6,10,101,485,19,111,65,2,2,8,5,-7,492,-12,3,15,-3,-2,-5,0,98,486,15,108,69,2,2,6,4
TCS,210,290,48,468,-6,53,41,2,3,5,3,5,94,461,18,99,65,2,2,6,1,58,458,10,63,35,2,2,6,3,85,463,14,90,66,-3,2,2,4
WELSPUNLIV,211,289,75,304,4,76,61,2,2,1,5,1,92,306,16,93,60,2,2,6,6,34,308,18,35,25,-3,-2,-5,1,87,305,14,88,69,-3,3,1,3
ENGINERSIN,212,288,88,330,15,89,61,2,2,2,6,1,101,326,19,102,64,2,2,8,6,4,339,-8,5,25,-3,-2,-5,-3,94,329,19,95,70,-3,2,2,4
JSWSTEEL,213,288,80,107,9,92,63,2,2,3,1,12,91,107,18,103,66,-3,2,7,1,20,113,-7,32,39,-3,-2,-5,-2,85,106,7,97,69,-2,2,6,3
PIIND,214,287,78,460,14,84,59,-3,2,0,6,6,91,462,16,97,66,-3,2,7,3,15,467,13,21,15,-3,-2,-5,-3,97,456,12,103,69,2,2,7,5
SHRIRAMFIN,215,287,86,398,16,87,61,2,2,-1,6,1,101,401,19,102,64,2,2,9,5,-1,405,-15,0,25,-3,-2,-6,0,100,397,21,101,69,-2,2,4,6
"J&KBANK",216,287,65,363,-7,69,63,2,2,2,3,4,102,359,24,106,59,2,2,9,6,28,366,-4,32,41,-3,0,-4,-2,88,363,18,92,66,-3,2,3,2
ADANIENT,217,286,60,466,-8,60,61,2,2,-1,4,0,90,464,16,90,66,-3,2,4,5,42,460,-4,42,49,-3,0,-4,4,94,462,16,94,65,2,2,6,3
MMTC,218,286,81,14,13,85,57,2,2,2,5,4,50,24,21,54,13,2,2,6,6,53,17,14,57,47,-3,0,-3,-2,98,13,21,102,70,-3,2,2,6
IOB,219,285,77,463,8,78,61,2,2,-1,5,1,89,465,26,90,45,2,2,8,6,19,468,16,20,15,-3,-2,-5,-2,99,457,24,100,65,-2,2,4,6
LAURUSLABS,220,285,93,104,17,105,63,2,2,4,5,12,69,118,8,81,52,-3,3,5,4,17,114,-13,29,39,-3,0,-4,-2,94,103,10,106,69,2,2,7,4
SAREGAMA,221,284,85,44,13,87,63,2,2,2,3,2,84,53,14,86,66,-3,2,1,4,42,53,14,44,39,-3,0,-4,-4,71,50,3,73,59,-2,2,4,5
INDIANB,222,283,80,461,8,80,61,2,2,2,5,0,107,457,24,107,65,2,2,9,5,7,471,-8,7,25,-3,-2,-5,0,89,465,18,89,65,-3,2,3,4
SUPREMEIND,223,283,72,277,13,72,53,1,2,-1,4,0,90,276,20,90,59,1,2,2,6,38,275,-10,38,45,-2,3,5,-3,83,276,14,83,70,-3,2,-1,1
UCOBANK,224,282,73,276,4,74,61,2,2,-1,5,1,87,278,26,88,44,2,2,8,5,26,278,14,27,25,-3,-2,-5,-3,95,271,21,96,66,-2,2,3,5
COLPAL,225,282,42,233,-4,117,47,-3,0,-1,3,75,101,229,23,176,59,2,2,9,6,-29,245,-11,46,-19,2,3,-1,-3,93,229,23,168,65,-3,2,2,4
BANKINDIA,226,281,78,48,3,82,63,2,2,3,5,4,83,51,21,87,44,2,2,8,6,26,54,12,30,25,-3,-2,-4,-2,90,45,18,94,65,-2,2,3,4
RVNL,227,280,62,404,-7,60,61,1,2,1,4,-2,97,405,26,95,58,2,2,4,5,30,403,-5,28,31,-3,4,2,1,93,403,21,91,66,-3,2,3,4
JSL,228,280,34,12,-9,105,50,-3,0,-2,-2,71,110,6,26,181,65,2,2,9,6,-21,19,-15,50,9,-3,-2,-5,-5,86,7,16,157,66,-3,2,2,3
BIRLACORPN,229,279,43,246,10,47,23,2,2,4,2,4,94,240,19,98,59,2,2,6,6,49,242,13,53,39,-2,2,-1,-2,89,240,18,93,65,-3,3,2,4
CELLO,230,279,53,111,8,62,29,2,2,7,5,9,56,123,-11,65,65,-2,2,0,2,87,101,13,96,63,-3,2,6,6,74,114,8,83,57,-2,1,6,4
CHAMBLFERT,231,278,90,238,15,93,63,2,2,3,5,3,85,248,10,88,65,-3,2,7,4,20,250,-12,23,39,-3,0,-5,1,80,246,9,83,69,-2,2,3,-1
MANKIND,232,277,81,396,11,99,61,2,2,-1,6,18,88,397,20,106,65,-2,2,1,2,0,404,-12,18,25,-3,-2,-5,-3,90,393,14,108,59,2,2,8,5
OIL,233,277,74,205,16,71,56,-2,2,-2,4,-3,109,202,26,106,64,2,2,9,6,-5,211,-7,-8,15,-3,-2,-5,-3,102,204,24,99,65,2,2,4,5
SPARC,234,276,76,274,12,88,57,2,2,-1,4,12,100,266,17,112,65,2,2,8,6,-11,281,-20,1,15,-3,1,-5,1,99,267,19,111,69,2,2,3,4
IRFC,235,274,63,431,-6,60,61,2,2,2,2,-3,103,427,28,100,58,2,2,8,5,18,436,16,15,15,-3,-2,-5,-3,93,429,21,90,65,-3,2,4,4
IDBI,236,274,81,332,10,82,61,2,2,2,4,1,83,338,21,84,45,2,2,8,5,18,338,-12,19,39,-3,0,-3,-3,91,331,18,92,65,-2,2,3,5
BAJFINANCE,237,273,76,302,16,82,43,2,2,7,6,6,69,313,9,75,59,-3,2,2,0,71,301,11,77,59,2,2,-1,-2,51,314,6,57,37,2,3,5,-2
FINCABLES,238,273,68,206,19,68,35,2,2,5,5,0,83,212,18,83,59,-3,2,3,4,60,207,-4,60,59,-2,0,4,3,62,211,12,62,44,-3,1,5,3
BAYERCROP,239,273,33,116,13,34,5,2,2,5,6,1,84,115,11,85,59,2,2,5,5,69,108,13,70,41,2,2,6,5,86,112,13,87,67,-3,3,1,5
RELIANCE,240,271,66,306,10,66,57,-2,2,-1,0,0,97,304,16,97,65,2,2,8,4,12,310,-6,12,29,-3,0,-5,-3,96,302,19,96,65,2,2,3,5
HINDPETRO,241,271,45,310,4,47,33,2,3,2,1,2,101,300,19,103,65,2,2,8,5,34,307,15,36,9,2,2,2,4,89,304,20,91,64,-3,2,3,3
KPRMILL,242,271,80,204,16,86,61,-3,2,2,2,6,87,207,20,93,59,-3,2,4,5,3,210,-12,9,9,2,3,0,1,95,203,18,101,70,-3,2,5,3
WESTLIFE,243,271,48,113,16,58,15,2,2,7,6,10,82,112,16,92,60,-3,2,2,5,95,100,16,105,63,2,2,7,5,36,123,-10,46,37,-2,3,5,3
OBEROIRLTY,244,271,78,49,13,81,59,1,2,-1,4,3,102,40,21,105,65,1,2,8,5,-6,57,-9,-3,15,-3,-2,-4,-3,94,42,18,97,69,-2,2,3,4
IGL,245,268,93,357,16,112,63,2,2,4,6,19,82,361,3,101,66,2,2,6,3,29,363,-10,48,47,-3,0,-2,-3,45,370,6,64,25,2,2,6,4
INDUSINDBK,246,268,83,17,6,83,63,2,2,5,5,0,84,20,14,84,59,-3,2,7,5,34,23,-7,34,47,-3,0,-3,0,67,21,-5,67,70,-3,2,2,1
OFSS,247,266,31,300,-10,99,48,-3,0,-2,-2,68,105,292,21,173,65,2,2,9,6,-41,309,-14,27,-19,-3,1,-1,-5,103,293,26,171,65,2,2,2,6
SAFARI,248,265,58,364,15,62,29,2,2,5,5,4,91,364,23,95,60,-3,2,4,5,68,360,21,72,49,-3,2,-4,3,44,372,-10,48,54,-3,1,1,1
CUB,249,265,99,265,19,114,63,2,2,7,6,15,29,284,3,44,17,-2,3,5,3,73,266,20,88,55,-3,0,-2,3,49,279,6,64,31,2,2,7,1
MAHABANK,250,264,82,359,13,83,62,2,2,-1,4,1,86,366,23,87,45,2,2,9,5,-1,369,-6,0,15,-3,-2,-5,0,96,358,21,97,66,-2,2,4,5
CARBORUNIV,251,263,80,488,16,87,55,2,2,0,5,7,89,490,16,96,66,-3,2,4,4,-11,493,-10,-4,9,-3,-2,-6,1,98,487,15,105,69,2,2,6,4
GMRINFRA,252,263,68,243,-3,69,61,2,2,1,5,1,101,237,24,102,59,2,2,8,6,2,251,-10,3,25,-3,-2,-5,-3,91,241,20,92,66,-3,2,3,3
ZYDUSLIFE,253,260,32,485,-10,100,48,-3,0,-4,1,68,105,484,23,173,64,2,2,9,5,-46,490,-11,22,-19,-3,-2,-6,-5,101,484,24,169,65,2,2,3,5
BHARATFORG,254,260,45,369,3,49,29,2,2,4,5,4,85,365,16,89,60,-3,2,7,3,38,364,7,42,29,2,2,-2,0,88,360,16,92,68,-3,3,1,3
AIAENG,255,259,77,275,13,74,57,2,2,-2,5,-3,99,271,24,96,59,2,2,7,5,-7,282,-12,-10,15,-3,-2,-4,-1,93,274,21,90,70,-2,2,2,0
APLLTD,256,258,58,493,10,55,43,2,2,-4,5,-3,98,491,15,95,65,2,2,8,6,12,491,-7,9,21,-2,1,-1,0,93,490,21,90,65,-2,2,1,6
TANLA,257,257,43,22,17,52,9,2,2,7,6,9,78,16,13,87,60,-3,2,1,5,70,13,19,79,41,2,2,1,5,57,22,12,66,37,-2,1,5,4
SHYAMMETL,258,254,44,151,4,37,29,2,2,2,5,-7,94,150,19,87,59,2,2,7,5,40,147,15,33,27,-3,0,-3,4,83,149,13,76,63,-3,3,2,5
MINDACORP,259,252,74,491,13,71,57,2,2,-2,2,-3,102,488,24,99,59,2,2,9,6,-6,494,-7,-9,15,-3,-2,-4,-5,85,493,16,82,65,-3,2,0,5
ADANIGREEN,260,252,61,21,4,58,57,-3,2,-2,3,-3,90,15,15,87,65,-3,2,6,5,12,25,9,9,15,-3,-2,-3,-4,92,16,18,89,65,-3,2,4,6
NH,261,250,65,210,8,56,57,2,2,-2,-2,-9,100,208,24,91,59,2,2,7,6,0,212,-3,-9,15,-3,-2,-5,-2,94,208,20,85,69,-3,2,2,4
NATCOPHARM,262,250,63,145,13,61,49,-3,0,-1,5,-2,92,148,17,90,59,2,2,7,5,4,151,16,2,-13,-2,4,3,-4,93,146,16,91,65,2,2,3,5
IRCON,263,248,57,467,-7,54,57,2,2,-2,5,-3,103,460,26,100,59,2,2,9,5,-1,472,-3,-4,15,-3,-2,-6,-2,92,464,20,89,66,-3,2,3,4
BIKAJI,264,248,58,146,18,59,29,2,2,3,4,1,87,149,13,88,65,-2,2,3,6,28,148,-13,29,41,-3,2,-4,5,74,150,13,75,58,-3,3,3,0
PNBHOUSING,265,246,70,109,19,79,35,2,2,6,6,9,35,125,15,44,6,2,2,6,4,62,106,18,71,49,-3,0,-2,0,70,116,13,79,54,-3,1,2,3
GNFC,266,245,69,462,18,78,35,2,2,6,6,9,69,469,6,78,60,-3,2,2,2,30,461,-10,39,49,-3,0,-4,-2,68,466,12,77,53,-3,0,6,0
JKCEMENT,267,244,66,207,-5,67,61,2,2,1,5,1,99,205,18,100,66,1,2,7,5,-12,213,-13,-11,15,-3,-2,-4,-5,90,207,19,91,65,-3,2,3,4
CHOLAFIN,268,243,81,458,16,87,53,2,2,2,6,6,86,463,21,92,59,-3,2,4,3,3,469,-10,9,25,-3,-2,-4,-3,67,468,12,73,54,-2,3,4,-4
ITC,269,243,40,54,15,40,15,2,2,5,1,0,86,52,23,86,60,-3,2,1,3,75,44,16,75,61,-3,2,-1,0,42,54,10,42,29,-2,4,0,1
SBILIFE,270,241,62,366,6,60,61,-3,2,-1,-3,-2,84,368,14,82,59,-3,2,7,5,15,367,-5,13,29,-3,0,-3,-3,82,366,14,80,66,-3,2,0,3
AMBER,271,241,60,429,-5,62,55,2,2,1,5,2,92,431,19,94,59,2,2,6,4,1,437,-3,3,15,-3,1,-5,-4,86,432,15,88,69,-3,2,2,1
RCF,272,241,56,20,14,60,29,2,2,3,6,4,84,13,18,88,59,-3,2,2,6,39,22,16,43,27,-3,0,-4,3,58,23,-10,62,68,-3,1,1,1
SKFINDIA,273,240,40,245,16,50,9,2,2,8,3,10,76,249,16,86,60,-3,0,2,1,82,234,17,92,61,2,2,0,0,32,250,4,42,17,2,4,5,0
LT,274,239,59,209,13,59,49,-3,2,-2,0,0,104,203,26,104,59,2,2,9,6,-16,214,-9,-16,9,-3,-2,-6,-5,92,206,20,92,69,-3,2,3,1
UJJIVANSFB,275,237,59,179,18,60,29,2,2,3,5,1,73,188,18,74,39,2,2,6,6,33,181,-10,34,47,-3,3,-3,-1,71,181,15,72,54,-3,1,1,3
POWERGRID,276,235,55,147,10,52,41,2,2,-4,4,-3,106,143,21,103,66,2,2,9,6,-13,152,-13,-16,15,-3,-2,-5,-5,90,148,20,87,65,-3,2,2,4
HAVELLS,277,234,69,110,13,66,55,-3,0,-1,5,-3,91,114,15,88,65,-3,2,7,5,-20,117,-10,-23,-1,-3,1,-4,-3,97,109,18,94,65,2,2,5,5
DCMSHRIRAM,278,233,35,433,13,42,9,2,2,5,4,7,80,433,16,87,59,-3,2,1,5,59,429,20,66,35,-3,2,-1,6,52,437,13,59,37,-3,1,4,0
AUROPHARMA,279,233,70,403,13,64,55,2,2,-2,0,-6,94,406,19,88,59,2,2,7,5,-13,407,-14,-19,15,-3,-2,-7,-2,88,405,18,82,69,-3,2,2,0
JWL,280,233,71,77,7,65,57,2,2,-2,5,-6,94,81,24,88,59,1,2,4,4,-16,81,-12,-22,9,-3,-2,-6,-2,90,77,16,84,70,-3,2,2,3
LICI,281,232,80,333,13,81,61,2,2,1,1,1,62,344,14,63,36,-2,2,6,6,-3,343,-8,-2,15,-3,1,-4,-4,92,330,21,93,65,-3,2,3,4
RBLBANK,282,231,59,365,15,62,29,2,2,6,5,3,13,378,14,16,-15,2,2,5,5,69,359,16,72,55,-3,0,-2,3,87,364,14,90,68,-3,3,1,4
CREDITACC,283,231,47,53,15,52,19,2,2,4,5,5,84,48,16,89,59,2,2,1,4,72,42,17,77,43,2,2,5,3,23,58,-10,28,36,-3,1,-1,0
CRAFTSMAN,284,230,45,78,16,54,15,2,2,5,5,9,76,82,16,85,57,-3,2,1,3,74,72,9,83,61,2,2,2,-2,26,88,-11,35,39,-3,1,0,0
CANFINHOME,285,228,80,360,16,81,57,2,2,-2,5,1,82,367,17,83,59,-3,2,6,1,-10,370,-15,-9,15,-3,-2,-4,-1,75,367,6,76,68,-2,2,1,0
ELECON,286,228,66,307,7,63,49,2,2,1,5,-3,90,311,24,87,59,-3,2,4,4,-13,312,-14,-16,15,-3,-2,-4,-5,88,307,14,85,69,-3,3,1,4
AXISBANK,287,227,39,247,4,42,29,2,2,2,0,3,81,250,14,84,59,-3,2,6,3,23,249,14,26,19,-3,0,-4,-3,81,244,11,84,68,-3,3,1,1
KFINTECH,288,226,66,76,10,68,51,2,2,-4,5,2,91,77,19,93,65,-2,2,4,3,-5,80,-7,-3,15,-3,-2,-5,-3,72,80,18,74,53,-3,2,0,2
ICICIGI,289,225,39,340,-5,36,49,-3,2,-4,0,-3,97,330,15,94,65,2,2,8,5,-7,344,-10,-10,15,-3,-2,-5,-2,99,327,23,96,65,2,2,2,5
PRESTIGE,290,223,52,368,9,49,41,2,2,-2,0,-3,101,362,24,98,59,2,2,9,5,-14,372,-11,-17,9,-3,-2,-6,-1,87,365,18,84,70,-3,2,0,0
AMBUJACEM,291,220,48,248,-3,42,49,-3,2,-2,5,-6,102,243,19,96,65,2,2,8,6,-18,252,-16,-24,15,-3,-2,-7,-5,94,243,18,88,65,2,2,2,5
DELHIVERY,292,219,81,15,5,84,63,2,2,6,3,3,-23,30,8,-20,-38,-2,3,2,4,86,10,16,89,63,2,2,3,0,72,18,13,75,45,2,2,5,5
ONGC,293,218,35,371,-6,32,41,2,2,-4,0,-3,105,360,21,102,65,2,2,9,6,-14,371,-11,-17,9,-3,-2,-4,-3,95,362,24,92,65,-3,2,2,5
SIGNATURE,294,218,45,338,-10,42,50,2,2,-3,4,-3,89,336,22,86,64,-2,2,1,2,2,342,-13,-1,29,-3,-2,-4,-5,85,336,24,82,55,-2,2,2,4
TEJASNET,295,218,43,309,16,49,15,2,2,3,5,6,83,309,18,89,59,-3,2,2,5,31,306,-12,37,47,-3,0,-2,1,55,313,11,61,37,-2,4,5,0
KOTAKBANK,296,218,58,242,10,69,35,2,2,6,3,11,56,251,6,67,50,-3,1,1,1,82,233,16,93,61,2,2,0,1,11,251,-7,22,11,2,3,5,-3
APOLLOTYRE,297,216,-4,250,-13,-1,-3,2,3,4,3,3,92,245,21,95,59,1,2,4,5,49,244,16,52,19,2,2,6,4,76,247,16,79,59,-3,0,1,3
MRPL,298,215,47,311,4,44,50,-3,0,-4,0,-3,110,298,26,107,65,2,2,9,6,-36,314,-13,-39,-11,-3,-2,-5,-2,97,303,24,94,65,-2,2,2,6
SUNTV,299,214,42,148,10,48,19,2,2,4,5,6,84,147,13,90,59,1,2,3,6,57,143,16,63,35,1,2,-2,5,25,154,-13,31,44,-3,1,-1,-3
ASTRAZEN,300,213,18,280,11,17,-3,2,3,2,3,-1,91,277,21,90,59,2,2,1,6,27,279,20,26,7,-3,0,-2,5,78,278,15,77,61,-3,3,1,1
POLYMED,301,210,48,181,-6,47,51,2,2,-1,0,-1,91,179,19,90,59,-2,2,7,6,-9,182,-9,-10,9,-2,-2,-3,-2,81,180,16,80,63,-3,2,0,3
LATENTVIEW,302,205,93,326,16,102,63,2,2,4,6,9,7,349,11,16,-14,-2,2,5,5,15,336,-12,24,39,-3,-2,-5,-2,81,334,19,90,49,-2,2,7,6
BIOCON,303,204,86,457,8,90,63,2,2,5,6,4,5,479,-6,9,-1,2,3,2,5,67,457,18,71,49,-3,0,-1,4,42,472,17,46,17,-2,2,4,4
CGPOWER,304,203,55,367,14,59,47,-3,0,-4,1,4,92,363,24,96,60,-3,2,4,5,-36,375,-10,-32,-19,2,1,-7,-3,88,361,16,92,65,2,2,0,3
SUMICHEM,305,202,50,208,19,64,15,2,2,8,4,14,34,219,-7,48,44,-3,1,1,-2,93,196,24,107,63,-3,2,2,5,11,217,5,25,-1,2,3,5,-3
PFC,306,201,39,150,-3,43,37,2,2,0,1,4,102,137,26,106,59,2,2,8,5,-31,153,-9,-27,-9,-3,-2,-5,-3,87,147,23,91,64,-3,2,0,1
APLAPOLLO,307,198,50,336,-3,51,55,-3,2,-1,0,1,86,335,21,87,59,-3,2,3,4,0,341,-3,1,15,-3,-2,-4,-3,61,342,4,62,55,-3,3,4,-2
CHENNPETRO,308,194,39,117,-3,33,41,1,0,-4,4,-6,104,110,26,98,59,2,2,9,6,-32,121,-8,-38,-11,-3,-2,-6,-2,89,115,20,83,63,-3,2,2,5
TATACOMM,309,193,35,81,-5,42,41,-3,0,-2,4,7,96,74,21,103,60,2,2,7,4,-35,82,-16,-28,-11,-3,1,-1,-5,90,74,16,97,65,2,2,0,5
PRSMJOHNSN,310,187,60,180,16,55,41,1,0,-4,6,-5,94,180,18,89,59,2,2,7,6,-51,186,-15,-56,-25,-3,1,-8,-1,89,178,18,84,67,-3,2,0,5
ROUTE,311,181,36,341,-10,31,49,2,2,-2,-5,-5,79,340,11,74,59,-3,2,6,4,-12,345,-16,-17,1,-2,1,3,1,83,338,16,78,69,-3,2,1,-2
FIVESTAR,312,179,70,492,14,68,53,2,2,2,-3,-2,88,494,18,86,65,-2,2,4,1,-12,496,-15,-14,9,-3,1,-3,-1,35,497,-8,33,43,-2,3,1,-2
UNIONBANK,313,177,49,432,11,43,41,-3,0,-4,4,-6,87,436,24,81,44,2,2,9,6,-42,442,-10,-48,-19,-3,-2,-5,-3,89,433,20,83,64,-2,2,1,4
SWANENERGY,314,177,42,115,-3,41,43,2,2,-4,2,-1,103,108,21,102,65,2,2,7,6,-23,118,-9,-24,-9,-3,-2,-4,4,56,120,-12,55,63,-3,2,1,5
OLECTRA,315,177,53,80,10,47,43,2,0,-4,2,-6,95,79,23,89,59,-3,2,8,6,-55,88,-8,-61,-35,-3,-2,-5,-2,90,78,21,84,64,-3,2,1,5
SUNDRMFAST,316,174,14,23,14,26,-15,2,2,6,5,12,72,19,18,84,54,-3,0,0,3,76,12,21,88,55,-3,2,0,1,0,27,-13,12,13,-2,1,3,-2
BALKRISIND,317,171,12,344,13,18,-9,2,2,3,1,6,77,339,14,83,59,-3,2,1,4,33,335,-5,39,47,-3,0,-4,-2,43,345,8,49,33,-2,4,0,0
ISEC,318,168,-1,441,4,-4,-11,2,4,2,-2,-3,88,435,16,85,59,2,2,4,5,18,435,13,15,-9,2,2,6,4,66,435,21,63,51,-3,0,-1,-2
TIMKEN,319,167,11,214,13,23,-15,2,2,5,4,12,69,213,18,81,52,-3,0,-1,3,85,199,10,97,61,2,2,6,4,-10,221,-10,2,-7,-2,4,2,3
PPLPHARMA,320,166,95,39,19,103,63,2,2,3,6,8,-43,61,-13,-35,-37,-2,3,1,5,69,43,23,77,47,-3,0,-2,4,37,53,6,45,25,-3,2,6,1
CRISIL,321,161,30,313,16,24,25,-3,-2,-3,-3,-6,104,303,21,98,66,2,2,7,6,-60,317,-7,-66,-43,2,-2,-6,-4,93,306,20,87,63,2,2,1,5
IEX,322,159,66,361,14,75,35,2,2,8,5,9,-35,380,4,-26,-41,-3,3,4,-2,93,356,21,102,63,2,2,1,4,26,375,5,35,15,-3,2,6,1
TRIDENT,323,159,26,212,10,24,9,2,2,2,1,-2,79,214,13,77,60,-3,2,2,5,-17,215,13,-19,-19,-3,-2,-4,-2,73,210,13,71,55,-3,3,1,4
TORNTPHARM,324,157,17,435,-6,17,25,-2,-2,-3,5,0,98,428,21,98,60,2,2,9,4,-47,441,-5,-47,-43,2,1,-3,1,89,431,20,89,63,-3,2,2,5
HBLPOWER,325,157,21,183,-10,18,27,2,2,-4,4,-3,100,177,26,97,59,2,2,5,6,-36,185,-12,-39,-9,-3,-2,-5,-5,75,183,16,72,59,-3,0,0,3
ABFRL,326,152,47,337,19,48,15,2,2,3,6,1,60,345,4,61,49,-3,4,2,4,19,337,-10,20,39,-3,0,-5,-2,25,346,11,26,9,-2,0,4,3
MAHSEAMLES,327,152,-3,184,4,1,-15,2,3,0,3,4,97,174,24,101,59,2,2,4,6,-28,183,7,-24,-29,-3,-2,-5,4,82,177,20,86,62,-3,3,0,0
RAILTEL,328,148,11,496,-7,12,13,1,3,-4,5,1,99,487,23,100,59,2,2,7,6,-50,498,-7,-49,-29,-3,-2,-6,-3,87,492,20,88,64,-3,2,0,4
JSWINFRA,329,145,29,24,-7,26,39,-3,0,-4,4,-3,83,21,18,80,65,-2,2,1,-1,-35,27,-8,-38,-19,-3,4,-6,-3,71,20,13,68,53,-2,2,1,4
VBL,330,142,25,409,-6,19,39,-3,0,-5,0,-6,104,403,26,98,59,2,2,9,6,-72,410,-13,-78,-43,-3,-2,-6,-5,91,404,24,85,64,-3,2,1,3
