date,symbol,rsi14,rsi3,ema21_of_rsi14,macd-22-10-7,macd-signal-22-10-7,hist-22-10-7,macd-11-5-3,macd-signal-11-5-3,obv,ema21_of_obv,mfi,kst,kst-1ago,kst-2ago,kst-signal,cloudtop,ema8,ema13,ema21,ema34,ema55,ema200,hull21,hull55,hull89,supertrend10-3,di-positive,di-negative,adx-14,high,low,close,open
8th Apr,BRITANNIA,43.17,18.75,53.63,-7.12,32.39,-39.51,-58.13,-47.01,281.60,283.99,14.99,36.35,44.96,52.80,47.86,4643.09,4876.87,4905.85,4902.54,4852.24,4736.34,4046.09,4818.64,5067.62,5049.06,5385.09,13.17,17.50,14.33,4850,4745,4751.75,4825.05
8th Apr,ATUL,42.79,69.74,39.85,-227.47,-214.14,-13.33,-118.12,-154.02,91.63,91.92,30.75,-100.84,-99.57,-91.63,-88.28,7707.30,6077.92,6188.29,6334.31,6515.85,6768.89,6876.96,5794.17,6202.48,6300.44,6650.65,16.85,25.16,25.88,6250,5870,6154.65,6030.90
8th Apr,UPL,42.77,73.38,35.96,-28.37,-31.45,3.09,-8.14,-13.12,1080.82,1119.90,35.05,-167.50,-171.86,-176.68,-168.04,691.98,489.16,499.81,518.99,547.08,581.98,622.99,452.34,481.05,492.42,551.31,16.97,27.02,34.75,511.10,483.05,502.05,500.55
8th Apr,BERGEPAINT,42.72,33.72,44.43,-10.68,-11.41,0.723,-4.60,-4.15,943.97,941.96,42.12,-87.33,-82.51,-79.26,-83.01,656,565.40,569.28,576.63,587.28,599.45,597.76,562.02,546.29,582.04,643.06,21.27,17.94,17.16,564.55,555,556.75,562.15
8th Apr,PATANJALI,42.24,25.24,54.75,-14.20,22.35,-36.56,-57.31,-51.79,259.51,261.70,35.97,94.69,117.06,142.01,144.49,1211.97,1426.47,1456.56,1458.51,1423.42,1359.89,1021.48,1401.83,1613.95,1594.78,1296.80,18.63,22.27,28.07,1383.40,1309.45,1342.45,1363.60
8th Apr,PVRINOX,42.21,75.54,39.49,-70.65,-72.44,1.79,-27.61,-39.83,217.63,219.11,24.49,-137.49,-136.73,-128.35,-118.75,1685.83,1386.83,1418.71,1464.76,1509.98,1548.35,1543.91,1292.66,1437.65,1534.62,1548.65,17.27,26.59,30.90,1429,1370.30,1413.95,1389
8th Apr,MTARTECH,42.00,55.53,41.92,-117.71,-114.69,-3.02,-54.30,-74.59,59.53,61.02,41.32,-155.90,-151.25,-149.22,-131.41,2406.46,1861.59,1918.81,1994.54,2043.83,2029.84,1689.17,1711.69,1941.80,2276.91,2084.61,23.91,28.20,23.73,1967.75,1861,1865.35,1958
8th Apr,SYRMA,41.89,42.87,50.56,-21.71,-12.24,-9.47,-22.06,-23.95,7.77,14.16,29.56,-5.37,18.52,44.71,53.41,512.67,504.21,521.03,533.02,526.37,496.92,389.79,463.99,576.44,0,611.46,21.35,26.09,23.62,500,472,488.35,496.70
8th Apr,DALBHARAT,41.80,40.54,46.96,-67.89,-50.03,-17.87,-53.77,-60.39,90.28,90.76,40.27,-58.11,-42.37,-30.84,-31.94,2149.03,1996.03,2039.24,2079.69,2093.94,2064.27,1795.71,1888.30,2120.87,2232.96,2335.69,15.21,27.41,23.23,2044.55,1939.05,1952.05,2012
8th Apr,TATATECH,41.72,53.87,38.32,-33.89,-33.55,-0.346,-15.25,-20.89,-34.53,-31.61,51.74,NaN,NaN,NaN,NaN,NaN,1089.11,1104.69,1126.75,1150.45,1171.30,1204.66,0,0,0,1244.86,14.18,18.22,32.39,1130.65,1088.90,1090.35,1130.05
8th Apr,TTML,41.65,41.03,48.25,-2.97,-1.52,-1.45,-3.37,-3.43,2848.93,2793.55,63.53,-28.68,-3.59,13.65,16.68,88.21,81.97,84.25,85.90,86.41,86.79,72.89,79.02,90.07,93.61,101.95,18.16,20.00,21.69,82.90,78.15,78.50,82
8th Apr,VAIBHAVGBL,41.29,32.27,52.34,-11.30,-1.04,-10.27,-19.47,-18.75,228.80,222.90,54.94,23.44,50.41,74.31,78.93,399.01,395.56,407.23,412.61,408.24,399.67,385.40,381.87,445.46,460.86,504.40,18.09,18.86,20.96,397.40,367.05,368.80,393.95
8th Apr,CENTURYPLY,41.11,30.01,52.79,-12.74,0.851,-13.59,-23.95,-24.27,338.73,337.62,38.27,33.52,51.48,72.55,73.58,637.33,670.46,685.23,690.74,681.99,660.83,522.90,638.53,741.05,751.17,786.79,17.63,20.03,26.11,667.80,639.05,644.50,667.80
8th Apr,BLUEDART,40.87,47.57,43.86,-240.09,-215.44,-24.65,-133.92,-166.73,21.27,21.34,26.06,-82.32,-72.92,-68.93,-64.73,7280.88,6086.02,6214.87,6364.62,6493.71,6599.67,6069.60,5661.08,6428.77,6567.35,6745.99,16.20,30.64,25.97,6138.90,5875,6016.20,6105.75
8th Apr,CERA,40.73,48.23,45.10,-308.58,-255.76,-52.82,-209.12,-243.37,17.75,17.77,58.10,-104.40,-98.27,-90.55,-78.58,8408.14,7251.87,7429.00,7619.62,7687.64,7492.23,5716.99,6889.79,7614.75,8554.39,8115.39,21.66,26.47,22.06,7577.70,7121,7133.70,7372.95
8th Apr,METROBRAND,40.69,24.32,51.57,-25.33,-13.72,-11.60,-27.79,-24.21,65.95,62.21,47.53,-11.86,7.20,25.33,22.64,1093.51,1106.84,1126.84,1140.73,1129.37,1080.17,808.60,1074.27,1208.89,1274.26,1357.33,17.02,21.26,18.77,1092.50,1029.55,1049.20,1078.55
8th Apr,ANURAS,40.52,27.11,47.37,-22.47,-14.11,-8.36,-22.49,-21.09,69.05,68.44,27.44,-48.96,-37.66,-29.42,-29.97,999.90,900.36,915.54,928.75,934.24,923.62,794.23,876.52,931.59,973.12,1037.84,20.32,33.74,21.47,899.65,832.80,866.05,893.20
8th Apr,RAMCOCEM,40.20,61.43,46.36,-36.07,-28.82,-7.25,-24.56,-30.54,183.18,185.11,36.61,-74.35,-67.12,-57.98,-48.31,889.21,842.67,864.71,886.42,893.76,882.86,824.75,776.51,914.87,979.29,959.46,18.14,26.61,25.99,855,834.55,837.25,844.90
8th Apr,HAPPYFORGE,39.71,62.44,39.30,-29.31,-27.75,-1.56,-14.72,-20.15,-1.09,-1.90,40.51,NaN,NaN,NaN,NaN,NaN,922.76,937.07,955.88,975.13,991.57,1017.22,0,0,0,1100.38,5.88,11.98,30.25,934.95,884,929.80,927.95
8th Apr,KANSAINER,39.64,52.14,44.65,-12.92,-9.62,-3.30,-10.01,-11.86,213.31,220.62,30.20,-88.92,-79.34,-69.96,-60.16,313.51,284.42,292.52,300.25,304.65,306.22,312.90,263.59,305.87,324.21,317.31,17.17,26.38,25.41,287,278,280.40,285.30
8th Apr,CCL,39.23,24.56,47.69,-13.72,-7.38,-6.34,-15.55,-14.61,389.63,391.32,33.58,-40.09,-28.11,-15.31,-21.11,642.89,598.75,608.76,616.62,617.93,605.42,479.59,589.44,624.03,652.76,679.73,13.16,21.74,16.07,592,566,579.30,582.75
8th Apr,CGCL,38.61,37.98,51.07,-14.06,-4.21,-9.85,-20.28,-20.49,304.85,279.57,82.53,-41.00,-19.86,6.40,15.13,254.59,236.81,249.09,256.49,258.20,254.52,199.93,224.56,275.85,279.58,291.64,25.97,27.22,30.08,227,216.05,218.90,223.15
8th Apr,JUBLFOOD,38.60,56.93,43.40,-19.29,-16.06,-3.23,-12.61,-15.13,3119.03,3133.71,32.98,-81.25,-70.77,-58.42,-55.58,519.95,465.33,476.47,488.27,496.64,504.31,496.81,435.55,498.01,515.88,529.61,14.99,27.47,25.10,462.90,445,461.35,461.05
8th Apr,NUVOCO,38.39,48.60,42.82,-13.04,-10.46,-2.58,-9.34,-10.67,31.59,29.57,45.29,-87.39,-77.11,-67.67,-66.52,361.74,318.86,326.41,334.41,341.26,348.54,408.73,302.51,336.07,345.18,365.62,17.93,23.98,17.89,321.25,308.50,313.95,318.50
8th Apr,IIFL,38.33,57.59,45.10,-59.01,-41.01,-18.00,-50.79,-57.97,238.56,210.26,51.83,-196.54,-180.69,-154.15,-129.81,571.23,435.05,473.30,508.30,527.30,522.02,397.82,364.36,538.23,607.00,529.84,19.26,32.84,34.82,449.40,400.25,420.45,405
8th Apr,CAMPUS,38.28,59.09,34.84,-15.32,-14.84,-0.477,-7.70,-9.41,-46.65,-44.42,51.93,-164.10,-163.70,-163.78,-156.10,460.65,237.45,244.33,254.35,269.83,291.51,333.88,221.17,238.76,228.76,271.47,19.95,26.64,17.42,241.80,230.65,237.15,238.50
8th Apr,RBA,38.07,26.51,45.93,-3.90,-2.67,-1.23,-3.59,-3.42,326.26,318.88,42.45,-73.92,-57.92,-52.17,-49.71,120.45,105.28,107.79,110.11,111.64,112.80,125.97,101.39,110.87,116.60,127.27,13.71,22.75,23.94,106.20,98.70,99.25,106.15
8th Apr,BANDHANBNK,37.80,37.32,42.15,-12.78,-10.74,-2.05,-8.65,-9.44,-253.55,2.34,14.99,-140.94,-128.19,-126.55,-117.76,238.97,192.76,199.77,207.74,215.61,224.50,284.30,177.21,204.47,215.75,224.59,19.75,26.29,19.52,189.25,179.25,182.95,185.10
8th Apr,LTIM,37.74,10.34,48.76,-156.98,-74.31,-82.67,-185.39,-182.58,46.51,56.04,24.76,-25.09,-5.57,15.98,12.44,5082.65,5101.20,5226.55,5312.20,5313.93,5242.62,4491.78,4874.40,5593.94,5724.58,5655.19,13.78,24.41,21.99,4973.10,4875.35,4888.90,4940
8th Apr,KRBL,37.65,49.27,39.22,-20.97,-18.10,-2.87,-13.31,-15.76,1020.57,1023.54,39.61,-158.60,-150.33,-146.53,-135.02,415.06,307.93,319.14,332.33,344.20,349.26,319.68,282.66,322.36,348.33,347.42,17.23,27.30,24.06,323,298.20,301.10,315.90
8th Apr,ASIANPAINT,37.59,37.33,42.63,-88.53,-79.58,-8.95,-51.90,-59.19,903.54,913.77,22.07,-81.43,-76.97,-72.65,-70.34,3207.93,2892.97,2939.03,2995.03,3042.72,3068.44,2793.21,2775.40,2961.19,3110.04,3171.56,16.86,25.09,23.75,2916.45,2845,2854.50,2908
8th Apr,RAJESHEXPO,35.46,51.69,30.50,-37.24,-39.63,2.38,-14.68,-17.48,696.46,712.40,41.60,-300.73,-307.87,-318.91,-304.09,737.25,303.53,317.63,342.90,383.86,437.33,547.77,278.69,276.43,289.79,360.96,13.70,29.13,36.57,313.75,296.15,298.40,310
8th Apr,ZEEL,34.90,41.59,40.83,-27.91,-25.30,-2.61,-16.13,-18.46,281.69,681.69,12.16,-306.13,-287.95,-273.77,-253.57,249.88,156.79,171.22,188.89,204.26,215.49,248.79,124.08,184.75,220.84,214.82,17.42,28.50,27.26,154.90,145.80,146.55,153.75
8th Apr,DABUR,34.42,7.78,44.58,-9.46,-5.91,-3.54,-10.02,-8.21,1962.12,1997.25,19.76,-44.08,-34.57,-27.84,-32.92,557.20,520.18,526.31,531.97,537.03,541.25,525.47,517.58,529.88,539.28,566.23,13.20,20.51,12.76,509.85,499.10,500.60,508.05
8th Apr,BATAINDIA,34.26,52.62,37.41,-60.31,-56.22,-4.09,-33.74,-37.43,843.90,845.93,24.54,-123.30,-119.21,-111.27,-109.40,1628.63,1401.27,1430.79,1469.56,1509.59,1549.35,1554.84,1343.65,1431.76,1524.53,1546.15,11.28,25.25,31.41,1404.40,1337.80,1387.50,1367
8th Apr,PAYTM,34.11,36.26,38.46,-101.15,-102.95,1.80,-43.78,-51.61,135.32,163.00,48.21,-427.90,-419.72,-409.41,-396.18,857.27,421.93,466.58,533.11,600.07,655.91,948.83,312.20,446.72,647.93,607.82,16.38,36.68,34.97,422.15,388,391.60,418
8th Apr,MANYAVAR,31.17,26.54,37.64,-92.30,-87.46,-4.84,-49.69,-54.09,11.51,11.99,17.18,-225.28,-216.94,-205.62,-201.25,1282.64,952.07,996.64,1056.14,1114.62,1153.92,1099.35,864.58,1013.40,1122.81,1134.41,12.34,26.99,29.52,929.55,897,914.35,927.20
8th Apr,HINDUNILVR,30.64,10.76,40.50,-74.25,-56.95,-17.30,-60.25,-58.09,1018.64,1031.83,24.13,-76.40,-68.81,-62.51,-62.99,2581.32,2310.78,2353.92,2399.65,2442.12,2471.45,2343.10,2251.23,2387.58,2436.70,2484.24,13.17,27.68,20.79,2288.95,2228.60,2232.30,2277
